Sentiment (actual),Sentiment (predicted),confidence,text
positive,positive,0.5898013000478229,"Thank you  <ATSIGN> apple for Find My Mac  <DASH>  just located and wiped my stolen Air <PERIOD>   <NUMBERSIGN> smallvictory  <NUMBERSIGN> thievingbastards"
positive,positive,0.4484004075986829,"Thanks to  <ATSIGN> Apple Covent Garden  <NUMBERSIGN> GeniusBar for replacing my MacBook keyboard <FORWARDSLASH> cracked wristpad during my lunch break today <COMMA>  out of warranty <PERIOD> "
positive,negative,0.4630913081148814," <ATSIGN> DailyDealChat  <ATSIGN> apple Thanks <EXCLAMATIONMARK>  <EXCLAMATIONMARK> "
positive,neutral,0.6000947399086454,"iPads Replace Bound Playbooks on Some N <PERIOD> F <PERIOD> L <PERIOD>  Teams http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> 2UXAWKwf  <ATSIGN> apple  <ATSIGN> nytimes"
positive,negative,0.48514211265565127," <ATSIGN> apple  <ATSIGN> siri is efffing amazing <EXCLAMATIONMARK>  <EXCLAMATIONMARK> "
positive,positive,0.6953428141367386,"Amazing new  <ATSIGN> Apple iOs 5 feature <PERIOD>   http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> jatFVfpM"
positive,neutral,0.5919126152857629,"RT  <ATSIGN> TripLingo <COLON>  We're one of a few"
positive,irrelevant,0.6559166369588528,"We're one of a few"
positive,negative,0.6428306209039474,"When you want something done right <COMMA>  you do it yourself <PERIOD>  <PERIOD>  <PERIOD>  or go to  <ATSIGN> Apple <PERIOD>  AT <AMPERSAND> T you're useless these days <PERIOD>   <NUMBERSIGN> yourdaysarenumbered"
positive,negative,0.3973393894509725,"We did an unexpected workshop for the  <NUMBERSIGN> iPhone4S at  <ATSIGN> apple yesterday and we got an awesome amount of info  <NUMBERSIGN> notjustaboutthephone  <ATSIGN> gamerchik16"
positive,neutral,0.6718124419039133," <DASH>  <DASH>  <DASH> » RT  <ATSIGN> Apple No question bro <PERIOD>  RT  <ATSIGN> AintEeenTrippin <COLON>  Should I get dis iPhone or a EVO 3D <QUESTIONMARK> "
positive,neutral,0.6726909246453597,"RT  <ATSIGN> imightbewrong <COLON>  I'm OVER people bitching about the  <NUMBERSIGN> iPhone4S <PERIOD>  <PERIOD>  <PERIOD>  I think it's the smartest phone I've ever had and I'm very happy <PERIOD>     <COLON>   <PERIOD>  <PERIOD>  <PERIOD> "
positive,positive,0.7383184211152303,"I'm OVER people bitching about the  <NUMBERSIGN> iPhone4S <PERIOD>  <PERIOD>  <PERIOD>  I think it's the smartest phone I've ever had and I'm very happy <PERIOD>     <COLON>  <CLOSEPAREN>   Way to go  <ATSIGN> Apple <EXCLAMATIONMARK> "
positive,neutral,0.6000947399086454," <ATSIGN> Twitter CEO points to  <ATSIGN> Apple as 'corporate mentor' as  <ATSIGN> iOS signups triple http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> GCY8iphN"
positive,irrelevant,0.9059340535175342,"At the bus with my iPhone  <SEMICOLON>  <CLOSEPAREN>  thxx  <ATSIGN> apple"
positive,negative,0.5058641909629054," <ATSIGN> azee1v1  <ATSIGN> apple  <ATSIGN> umber AppStore is well done <COMMA>  so is iTunes on the mobile devices <PERIOD>   I was talking about desktop app <PERIOD> "
positive,neutral,0.6629069814260168,"NYTimes <COLON>  Coach Wants to See You <PERIOD>  And Bring Your iPad <PERIOD>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> J2FTiEnG  <NUMBERSIGN> iPad  <ATSIGN> apple set red 42 red 42 hut hut  <ATSIGN> NFL wish I had an  <NUMBERSIGN> iPad"
positive,neutral,0.7490407483596141," <ATSIGN> apple  <ATSIGN> jilive  <ATSIGN> DanielPink <COLON>  Apple sells 4 million iPhone 4S units in first weekend  <PERIOD>  <PERIOD>  <PERIOD>  Steve Jobs brilliance lives on for ever <EXCLAMATIONMARK>   <NUMBERSIGN> iphone  <NUMBERSIGN> RVA"
positive,irrelevant,0.9059340535175342," <ATSIGN> bkad5161 than apologize to  <ATSIGN> apple  <SEMICOLON>  <CLOSEPAREN> "
positive,positive,0.6109524768697795," <ATSIGN> Apple downloads of iOS 5 are proving popular with users   <DASH>  <DASH>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> NSHLfiUX"
positive,irrelevant,0.5326173558979165,"Lmfao look at the argument I had with Siri  <EXCLAMATIONMARK>  <EXCLAMATIONMARK> "
positive,neutral,0.5369187098296067,"Incredible <COLON>  4 million iPhone 4Ss in 3 days <PERIOD>  135 <PERCENTSIGN>  better than the iPhone 4 http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> 1FMJxTMM  <ATSIGN> apple  <NUMBERSIGN> iphone4s"
positive,neutral,0.39804435684078243,"Well  <ATSIGN> apple fixed my  <NUMBERSIGN> ios5 battery drain problem with a replacement iPhone 4  <DASH>  <DASH>  it's working like a champ now"
positive,positive,0.3636609625439666,"Currently ordering a BRAND NEW MACBOOK PRO <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  Bahhh <PERIOD>  <PERIOD>  <PERIOD>  my MacBook is 5 years old <PERIOD>  I'll miss it <PERIOD>  But it's time <PERIOD>  cc <COLON>   <ATSIGN> Apple  <DASH> "
positive,negative,0.4800654905739852," <NUMBERSIGN> Siri now knows who my dad <COMMA>  mom <COMMA>  brother and girlfriend is <PERIOD>   Thanks  <ATSIGN> apple"
positive,positive,0.3625286008873877,"Well at least the  <ATSIGN> apple store has amazing call waiting music <EXCLAMATIONMARK>   <NUMBERSIGN> need4s"
positive,negative,0.3730226223726289," <NUMBERSIGN> sweet <PERIOD>  <PERIOD>  <PERIOD>   <NUMBERSIGN> apple replaced my glass  <NUMBERSIGN> probono <PERIOD>  thank you  <ATSIGN> apple"
positive,positive,0.5394690988836219,"Not Bad <EXCLAMATIONMARK>   <ATSIGN> Apple Sells Over 4 Million  <NUMBERSIGN> IPhones in Debut Weekend  <DASH>  Bloomberg http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> AVSl3ygU  <DASH>   <NUMBERSIGN> smartphone  <NUMBERSIGN> sm RT  <ATSIGN> VinodRad"
positive,positive,0.7305246032940086,"loving new technology from  <ATSIGN> apple iPhone 4s <COMMA>  mac air and iCloud are unreal  <NUMBERSIGN> technology"
positive,positive,0.616416825252398,"I'm loving this new IOS5 update  <COLON>  <CLOSEPAREN>   <ATSIGN> apple"
positive,neutral,0.7346292736938121,"Another mention for Apple Store <COLON>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> fiIOApKt  <DASH>  RT  <ATSIGN> floridamike Once again getting great customer service from the  <ATSIGN> apple store  <PERIOD>  <PERIOD>  <PERIOD> "
positive,neutral,0.713547175198757,"Time to go get my iPhone 4s <PERIOD>   Looking forward to sticking it to the man by no longer paying for most texts <PERIOD>   Thanks  <ATSIGN> apple <PERIOD> "
positive,positive,0.9602257673968009,"Thank you  <ATSIGN> apple <PERIOD>  My new gf <OPENPAREN> iphone4s <CLOSEPAREN>  is great <EXCLAMATIONMARK>   She does everything <EXCLAMATIONMARK> "
positive,negative,0.46375769804844497," <NUMBERSIGN> iCloud set up was flawless and works like a champ <EXCLAMATIONMARK>  To the Cloud  <ATSIGN> Apple"
positive,positive,0.34584173164503806," <ATSIGN> Wisconsin_Mommy  <ATSIGN> Apple I'd totally email the company <PERIOD>  <PERIOD>  <PERIOD>  I always get great service at our  <ATSIGN> Apple store <EXCLAMATIONMARK> "
positive,negative,0.46287296445821235," <ATSIGN> apple loving the new IOS5 upgrade for the iPhone <EXCLAMATIONMARK> "
positive,negative,0.44926007286445185,"The nice  <ATSIGN> apple tech support guy fixed my iTouch =D"
positive,negative,0.5320327320449543,"Once again getting great customer service from the  <ATSIGN> apple store at millenia mall <PERIOD> "
positive,negative,0.5092688922415375,"Is it just me or is  <NUMBERSIGN> iOS5 faster for the iPad <QUESTIONMARK>   <ATSIGN> apple"
positive,neutral,0.4535658243089737,"making the switch from  <ATSIGN> Android to  <ATSIGN> Apple  <NUMBERSIGN> iphone  <NUMBERSIGN> iphone4S  <NUMBERSIGN> smartphone  <NUMBERSIGN> stevejobs  <OPENPAREN>  <ATSIGN>  Apple Store <CLOSEPAREN>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> kj6pJvkH"
positive,negative,0.45003208479255113,"So THANKFUL for the incredible people  <ATSIGN> apple for going above and beyond and offering to and replacing my  water <DASH> damaged Macbook Pro <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  Wow <EXCLAMATIONMARK> "
positive,negative,0.3691422310566383,"New macbook is too sick  <ATSIGN> apple"
positive,neutral,0.6629069814260168,"Play on ma man <PERIOD>  Loving the camera in the  <NUMBERSIGN> iphone4s <PERIOD>  Well done  <ATSIGN> apple   <NUMBERSIGN> fb http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> tmdFqRe1"
positive,negative,0.3730226223726289,"So yeah <PERIOD>  <PERIOD>  <PERIOD>   <ATSIGN> apple  <NUMBERSIGN> iOS5  <NUMBERSIGN> readinglists have changed my life <PERIOD>   <NUMBERSIGN> nowicanspendevenmoretimeonmyphone <PERIOD> "
positive,negative,0.41334673675923406," <ATSIGN> Apple Safari Reader owns the worldwide web"
positive,negative,0.3907798558167694,"I love  <ATSIGN> apple service  <PERIOD>  My case has cracked 3x and I go in and they hand me a case and I walk out"
positive,positive,0.5542974134204076,"Said to have laid out the next 4 years  <ATSIGN> apple <PERIOD> Jobs last iPhone is 2012 not the iPhone4S <PERIOD>  iPhone <OPENPAREN> 4G <FORWARDSLASH> 5 <CLOSEPAREN>  2012 is magical <EXCLAMATIONMARK>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> DxxklUBp"
positive,positive,0.534957892221193,"Kind of excited <PERIOD>  On my way to my last class right now and then going to the  <ATSIGN> Apple store <COMMA>  so buy  <NUMBERSIGN> MacOSC Snow Leopard and Lion  <COLON>  <DASH>  <CLOSEPAREN> "
positive,neutral,0.43580776806060795,"i used to be with  <ATSIGN> blackberry over 4 <DASH> 5yrs  <PERIOD>  <PERIOD>  after all the disruptions and lost gigs thx to their service im moving to  <ATSIGN> apple  <NUMBERSIGN> iphone"
positive,positive,0.5990269283942211,"Apple sells 4 million iPhones in 3 days  <ATSIGN> apple keep doing what you are doing <COMMA>  because you are doing it well <EXCLAMATIONMARK>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> ZZc6bE0w"
positive,positive,0.754629063675752,"Yessss <EXCLAMATIONMARK>  I'm lovin the iPhone update especially the slide down bar at top of screen = <CLOSEPAREN>  good job  <ATSIGN> Apple <PERIOD> "
positive,negative,0.6145985233075151,"4 millions in a weekend <COMMA>  16  <NUMBERSIGN> iPhone4S per second <PERIOD>  This is madness <QUESTIONMARK>  <EXCLAMATIONMARK>  no <COMMA>  this is  <ATSIGN> Apple  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK> "
positive,negative,0.3667774136529468," <PERIOD>  <ATSIGN> apple you got me <PERIOD>  I'm now invested <PERIOD>  MacBook Pro next year <PERIOD>  Time to get on selling more of my  <NUMBERSIGN> android gear"
positive,negative,0.4639492435616764," <ATSIGN> iancollinsuk  <ATSIGN> apple I like what you did there <PERIOD>  <PERIOD>  <PERIOD>  <EXCLAMATIONMARK> "
positive,negative,0.3973393894509725,"I just sent my grandma a post card using my  <NUMBERSIGN> CardsApp thanks  <ATSIGN> Apple"
positive,negative,0.41334673675923406," <ATSIGN> KostaTsetsekas  <ATSIGN> apple Putting it in the wash is kind of the equivalent to"
positive,irrelevant,0.3653516478032311,"God Bless  <ATSIGN> YouTube <COMMA>   <ATSIGN> apple for   <NUMBERSIGN> appletv  <AMPERSAND>  our bad ass system <PERIOD>  LOVING  <NUMBERSIGN> PrincessOfChina <PERIOD>  GB to  <ATSIGN> coldplay  <AMPERSAND>   <ATSIGN> rihanna too  <COLON>  <CLOSEPAREN> "
positive,positive,0.4565819554325173,"Been off twitter for a few days as I smashed my iPhone but  <ATSIGN> apple were very nice and gave me a new one  <COLON>  <CLOSEPAREN> "
positive,positive,0.8790618819831569,"Thank you  <ATSIGN> Apple iOS 5 for email pop up on the lock screen and opening it when unlocking <PERIOD> "
positive,neutral,0.6351507400651024,"One word  <DASH>   <NUMBERSIGN> wow <PERIOD>  RT  <ATSIGN> jldavid iPhone 4S First Weekend Sales Top Four Million <COLON>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> Zx5Pw0GT  <OPENPAREN> via  <ATSIGN> apple <CLOSEPAREN> "
positive,neutral,0.5135364841364581,"RT  <ATSIGN> MN2NOVA <COLON>  Love ios5 Easter eggs <PERIOD>  Pull down from middle top to bottom and see what pulls down <PERIOD>  Awesome little feature <EXCLAMATIONMARK>   <NUMBERSIGN> ios5  <ATSIGN> apple"
positive,positive,0.8274364670543934,"Love ios5 Easter eggs <PERIOD>  Pull down from middle top to bottom and see what pulls down <PERIOD>  Awesome little feature <EXCLAMATIONMARK>   <NUMBERSIGN> ios5  <ATSIGN> apple"
positive,positive,0.8274364670543934,"Love  <NUMBERSIGN> ios5 Easter eggs <PERIOD>  Pull down from middle top to bottom and see what pulls down <PERIOD>  Awesome little feature <EXCLAMATIONMARK>   <ATSIGN> apple  <NUMBERSIGN> lovemyiphone"
positive,negative,0.658099532028916,"Gone for a run <COMMA>  beautiful morning  <COMMA>  man do I love iOS 5  <ATSIGN> apple <COMMA>   <NUMBERSIGN> iPhone"
positive,negative,0.3907798558167694," <ATSIGN> apple your simply the best <PERIOD> "
positive,neutral,0.32761254802615003,"I must admit  <ATSIGN> apple has made me a very happy camper <EXCLAMATIONMARK>  I have text tones now <EXCLAMATIONMARK>  Lol <EXCLAMATIONMARK>  Ring tone <COLON>   <NUMBERSIGN> MakeMeProud Drakes vers <EXCLAMATIONMARK>  Text tone <COLON>  Nicki's"
positive,negative,0.788736251764266,"Day305 <COMMA>  I'm thankful for the great customer service received today from  <ATSIGN> Apple via phone CS <COMMA>  new phone on the way  <NUMBERSIGN> 365daysofgratefulness"
positive,neutral,0.5036881009660372,"S <FORWARDSLASH> O to  <ATSIGN> apple for replacing my phone for free"
positive,positive,0.6815738163884456,"Loving the new iPod update  <ATSIGN> apple"
positive,negative,0.3708461005501168," <ATSIGN> alexlindsay My wife upgraded her iPhone 4 <PERIOD>  I think Siri alone is worth the upgrade <PERIOD>  Looking forward to  <ATSIGN> Apple continuing to enhance Siri <PERIOD> "
positive,neutral,0.8492520307719958,"RT  <ATSIGN> tomkeene Thx  <ATSIGN> instagram Thx  <ATSIGN> apple  <NUMBERSIGN> hypo  <NUMBERSIGN> D <DASH> 76  <NUMBERSIGN> tri <DASH> x http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> BPPJwncp"
positive,negative,0.3907798558167694," <ATSIGN> SteveJobs being honored tonite  <ATSIGN> Apple <PERIOD>  <PERIOD>  <PERIOD> A truly great loss to the world <PERIOD> He will so be missed"
positive,neutral,0.7665163579556957,"Thx  <ATSIGN> instagram Thx  <ATSIGN> apple  <NUMBERSIGN> hypo  <NUMBERSIGN> D <DASH> 76  <NUMBERSIGN> tri <DASH> x http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> D7EeJHBT"
positive,positive,0.7060071596900408,"Loving my new  <NUMBERSIGN> iPhone4S thanks  <ATSIGN> apple for  <NUMBERSIGN> ios5"
positive,neutral,0.6000947399086454,"i love this <PERIOD>  so much <PERIOD>  thank you  <ATSIGN> apple <PERIOD>   http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> Ui8lOEzX"
positive,neutral,0.7069697654234796," <ATSIGN> apple the iPhone 4s is great  <NUMBERSIGN> genius"
positive,negative,0.3730226223726289," <ATSIGN> apple Cards app notifies me the card I sent has arrived at local post office and should be delivered today <PERIOD>  <PERIOD>  <PERIOD>  Sunday <PERIOD>  Truly is  <NUMBERSIGN> magic <PERIOD> "
positive,negative,0.41334673675923406," <ATSIGN> apple Siri is amazing"
positive,negative,0.48514211265565127," <ATSIGN> rygurl you need an  <ATSIGN> apple iphone4S with Siri <EXCLAMATIONMARK> "
positive,neutral,0.7753911505807535,"Meet  <NUMBERSIGN> Siri <COMMA>  your new iPhone butler <PERIOD>  Click the link and be amazed by all it can do <COLON>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> lvfFdCEL  <ATSIGN> Apple"
positive,irrelevant,0.6644623987766834,"So <COMMA>  I am using my work PC  <OPENPAREN> NEVER EVER <CLOSEPAREN>  to get a feel for it <SEMICOLON>  it has the worst speakers ever <EXCLAMATIONMARK>  <EXCLAMATIONMARK>   <ATSIGN> apple you have spoiled me <EXCLAMATIONMARK>  <EXCLAMATIONMARK>   <NUMBERSIGN> imamac"
positive,neutral,0.6000947399086454,"I ♥  <ATSIGN> Apple http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> a8on3IAa"
positive,negative,0.3915000030621238," <ATSIGN> apple just got the new iOS5 upgrade with iMessage <PERIOD>  <PERIOD>  <PERIOD> good luck surviving now  <ATSIGN> BlackBerry"
positive,positive,0.8239750836301344,"Loving  <NUMBERSIGN> iOS5  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>   <NUMBERSIGN> awesome  <ATSIGN> Apple"
positive,neutral,0.724728722666687,"RT  <ATSIGN> MattyRiesz <COLON>   <ATSIGN> kathrynyee You were right <COMMA>  an iPhone is a must have <PERIOD>   <NUMBERSIGN> addicted  <OPENCURLY> WELCOME TO THE  <ATSIGN> APPLE CLUB <CLOSECURLY> "
positive,positive,0.4413148004984974,"Thank you  <ATSIGN> apple for your innovations <PERIOD>  Exhibit A <COLON>  Guy playing with Facetime instead of watching game at sports bar <PERIOD>  http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> oU7K39ge"
positive,negative,0.6527979832581601," <ATSIGN> blackberry boo hiss <EXCLAMATIONMARK>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <ATSIGN> apple wuhu <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  When will my berry powered technology actually work <QUESTIONMARK>  <QUESTIONMARK> "
positive,negative,0.3907798558167694," <ATSIGN> apple by far the best iPod and first time iPhone ever <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  Good job guys"
positive,negative,0.498968577578448," <ATSIGN> Apple's Siri is witchcraft <PERIOD>   What's next  <ATSIGN> googleresearch <PERIOD>  2 yr lead lost <QUESTIONMARK> "
positive,negative,0.5312391968269096," <ATSIGN> Apple iOS 5 is sweet <EXCLAMATIONMARK>  Notifications <COMMA>  phone search covers mail now <COMMA>  wifi sync <COMMA>  iCloud backup and integrated Twitter are all well done <PERIOD> "
positive,neutral,0.7121105391859,"RT  <ATSIGN> katebetts <COLON>  Another great James Stewart story in today's NY Times about importance of architecture in  <ATSIGN> apple retail success http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD>   <PERIOD>  <PERIOD>  <PERIOD> "
positive,neutral,0.6000947399086454,"Another great James Stewart story in today's NY Times about importance of architecture in  <ATSIGN> apple retail success http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> Kniz452s"
positive,irrelevant,0.9526802490962999,"I  <AMPERSAND> lt <SEMICOLON> 3  <ATSIGN> apple http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> ondXWpEr"
positive,negative,0.3818626544541815,"Welcome to the twitter world  <ATSIGN> MarkStuver <PERIOD>  This is due to  <NUMBERSIGN> iOS5 and  <ATSIGN> apple thanks guys <PERIOD> "
positive,neutral,0.5549921783496825,"Impressive service  <ATSIGN> apple genius bar metro centre <PERIOD>  Power cable replaced free n booked in for screen replacement for free  <COLON>  <DASH>  D"
positive,neutral,0.7784676509833713,"RT  <ATSIGN> deb_lavoy <COLON>  the nice guy at the  <ATSIGN> apple store replaced my phone gratis when I showed him the hairline  crack on the screen <PERIOD>  thanks  <ATSIGN> apple"
positive,neutral,0.5116373928951352,"the nice guy at the  <ATSIGN> apple store replaced my phone gratis when I showed him the hairline  crack on the screen <PERIOD>  thanks  <ATSIGN> apple"
positive,neutral,0.7259945686669846,"My iPhone 4S battery lasted longer than a day <PERIOD>  That hasn't happened since my edge iPhone <PERIOD>  Nice job <COMMA>   <ATSIGN> apple <PERIOD> "
positive,negative,0.4412698530153215,"It would have taken me 15 mins to write this with my  <NUMBERSIGN> Blackberry <PERIOD>  Thank u  <ATSIGN> Apple 4s for converting me and showing me the grass is greener <EXCLAMATIONMARK> "
positive,neutral,0.44832508663916765,"RT  <ATSIGN> herahussain <COLON>   <ATSIGN> RickySinghPT got a new backside for my eye phone <EXCLAMATIONMARK>  V impressed with  <ATSIGN> apple"
positive,negative,0.48514211265565127," <ATSIGN> RickySinghPT got a new backside for my eye phone <EXCLAMATIONMARK>  V impressed with  <ATSIGN> apple"
positive,neutral,0.9074401070003464," <NUMBERSIGN> iPhone 4S in Space http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> jINNHVwz this is amazing  <NUMBERSIGN> creative  <ATSIGN> apple your products inspire people to do unbelievable things"
positive,positive,0.8815083274336887,"Thank you  <ATSIGN> apple for making my iPad 2 feel like new again with your new iOS 5 <EXCLAMATIONMARK> "
positive,irrelevant,0.6787316651910037,"_ibertaddigital <PERIOD> tv <FORWARDSLASH>  iPad a briliant SteveJobs produck  <COMMA> http <COLON>  <FORWARDSLASH>  <FORWARDSLASH> t <PERIOD> co <FORWARDSLASH> 00ohfLY6"
positive,positive,0.49736900161394937," <ATSIGN> apple iOS 5 upgrade done  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  Much better feature <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  <PERIOD>  Few more feature required"
positive,positive,0.48040672258378153,"New iOS 5 update is THE BEST <PERIOD>  iloveyou  <ATSIGN> apple"
positive,neutral,0.7259945686669846,"Finally got my iPhone 4S <COMMA>  thanks  <ATSIGN> Apple <PERIOD>  Stupid  <ATSIGN> att <PERIOD>  Learned my lesson <PERIOD> "
positive,neutral,0.7259945686669846,"I absolutely love my iPhone 4S <PERIOD>  Thank you <COMMA>  Steve and  <ATSIGN> apple <PERIOD> "
positive,neutral,0.43580776806060795," <ATSIGN> apple  <DASH>  you have invented a product that actually gets my brother to call my parents when he gets where he's going <PERIOD>  Amazing <PERIOD>   <NUMBERSIGN> siri  <NUMBERSIGN> ipod4s"
positive,negative,0.5058641909629054,"dammit <COMMA>  listening to siri is making me want to upgrade <PERIOD>  well played  <ATSIGN> apple <PERIOD> "
positive,negative,0.5638945443913829,"Create new folders from within your photo album in  <NUMBERSIGN> iOS5 <COMMA>  finally <EXCLAMATIONMARK>  <EXCLAMATIONMARK>  Thanks  <ATSIGN> Apple <COMMA>  that's been a thorn in my side for a while <PERIOD>   <NUMBERSIGN> newfeature"
positive,negative,0.6409849123303671," <ATSIGN> Blackberry  <AMPERSAND>   <ATSIGN> Facebook U R really about to make me throw this  <ATSIGN> Blackberry in the trash an get an  <ATSIGN> Apple iPhone <EXCLAMATIONMARK>   <ATSIGN> Facebook upload issues <EXCLAMATIONMARK> "
